"","AF293.Hypoxia.r1","AF293.Hypoxia.r2","AF293.Hypoxia.r3","Delta_eefA_AF293.Hypoxia.r1","Delta_eefA_AF293.Hypoxia.r2","Delta_eefA_AF293.Hypoxia.r3","eefA_OE.Hypoxia.r1","eefA_OE.Hypoxia.r2","eefA_OE.Hypoxia.r3","eefA_REV.Hypoxia.r1","eefA_REV.Hypoxia.r3","EVOL.Hypoxia.r1","EVOL.Hypoxia.r2","EVOL.Hypoxia.r3"
"Afu2g16350-T",44,15,24,35,34,50,3,26,20,11,34,11,20,5
"Afu2g16360-T",29,12,14,24,12,23,17,41,31,77,74,96,54,81
"Afu2g16370-T",2372,963,1304,1618,1138,2320,578,806,909,1010,1765,2297,1977,1613
"Afu2g16380-T",268,163,172,274,206,248,119,178,246,199,363,66,44,61
"Afu2g16390-T",22,11,8,19,19,14,9,9,16,9,21,16,6,5
"Afu2g16400-T",45,12,46,35,12,47,24,66,46,76,114,91,40,49
"Afu2g16410-T",20,6,12,12,7,16,661,832,1169,11,21,12,8,10
"Afu2g16420-T",597,351,391,484,325,730,573,736,618,481,710,688,457,381
"Afu2g16430-T",1889,926,1378,1618,1201,3219,1759,1912,2093,1471,1648,160,146,136
"Afu2g16440-T",112,42,81,91,72,182,62,66,98,49,73,9,7,7
"Afu2g16462-T",414,246,292,389,299,583,305,531,504,305,517,120,86,84
"Afu2g16470-T",70,33,35,50,38,90,17,36,49,17,40,17,3,6
"Afu2g16480-T",773,356,447,685,505,916,260,446,590,325,662,343,227,194
"Afu2g16490-T",747,283,432,432,254,660,377,563,607,270,488,280,193,160
"Afu2g16500-T",722,387,473,599,361,1015,182,204,233,125,200,100,80,53
"Afu2g16510-T",399,178,291,278,183,493,115,182,154,152,214,51,29,45
"Afu2g16520-T",3356,1434,1863,2171,1307,3027,973,1862,1687,940,1642,730,497,473
"Afu2g16530-T",1115,349,641,623,461,1168,181,300,483,156,353,183,201,135
"Afu2g16540-T",39,21,26,32,21,51,6,5,13,9,8,5,4,2
"Afu2g16550-T",6,3,3,1,0,1,2,3,2,2,9,3,5,7
"Afu2g16560-T",3,1,3,3,0,0,0,0,1,0,2,0,0,0
"Afu2g16570-T",2,0,0,0,0,0,1,0,0,0,1,0,3,1
"Afu2g16580-T",1,0,0,0,2,0,1,0,0,0,0,2,0,1
"Afu2g16590-T",2,1,2,0,2,0,0,1,0,0,0,0,1,2
"Afu2g16600-T",172,83,151,119,115,215,40,80,89,69,119,106,85,60
"Afu2g16610-T",50,39,33,56,48,58,18,37,60,26,69,23,12,21
"Afu2g16620-T",41,19,24,28,42,53,16,53,70,43,81,67,35,73
"Afu2g16630-T",2202,659,1229,1071,1022,2682,271,360,442,439,960,694,552,384
"Afu2g16640-T",57,19,40,24,21,60,17,25,23,26,35,13,5,7
"Afu2g16650-T",14,2,10,10,12,21,7,6,6,12,13,1,3,7
"Afu2g16660-T",119,34,66,55,29,95,9,28,35,38,42,48,48,56
"Afu2g16670-T",347,161,225,220,103,341,96,168,180,90,133,57,50,54
"Afu2g16692-T",105,31,73,78,43,80,20,29,47,29,52,92,90,69
"Afu2g16700-T",48,16,38,28,16,49,6,22,19,21,39,36,30,33
"Afu2g16710-T",89,35,51,54,41,87,8,43,27,35,35,87,86,65
"Afu2g16720-T",15,4,10,11,5,15,2,4,3,8,4,2,3,1
"Afu2g16730-T",43,23,20,30,20,25,8,14,30,24,27,22,18,30
"Afu2g16740-T",999,436,607,744,496,1083,350,476,518,393,583,390,297,270
"Afu2g16750-T",55,15,16,28,13,38,25,96,100,189,271,155,62,121
"Afu2g16760-T",31,4,6,16,11,20,6,24,22,24,42,61,61,51
"Afu2g16770-T",412,207,245,326,356,638,237,391,468,306,519,130,101,102
"Afu2g16780-T",36,26,28,32,24,41,14,42,39,34,68,44,16,31
"Afu2g16790-T",184,87,151,149,85,222,95,127,141,98,172,163,149,117
"Afu2g16800-T",109,51,82,67,28,109,33,40,38,38,47,22,16,22
"Afu2g16810-T",125,54,80,75,35,135,17,21,23,44,53,35,15,21
"Afu2g16820-T",957,217,614,382,200,819,91,173,163,167,234,194,157,117
"Afu2g16830-T",282,137,191,200,199,383,95,139,151,96,142,133,124,62
"Afu2g16840-T",551,306,390,385,272,757,213,319,252,249,318,218,137,141
"Afu2g16850-T",482,233,351,351,215,492,149,273,254,273,334,234,138,139
"Afu2g16860-T",15,5,4,16,12,16,7,16,29,17,43,43,11,30
"Afu2g16870-T",948,543,686,753,526,1147,368,574,631,459,673,310,175,236
"Afu2g16880-T",183,106,112,159,142,236,28,63,53,62,103,270,221,155
"Afu2g16890-T",90,51,83,88,44,128,42,67,67,18,24,11,8,3
"Afu2g16900-T",119,51,72,81,65,167,70,73,74,42,54,27,24,14
"Afu2g16910-T",468,175,303,303,263,536,132,223,335,148,318,250,194,167
"Afu2g16920-T",821,269,476,465,312,849,149,237,296,121,300,248,201,188
"Afu2g16930-T",111,60,62,82,74,138,52,64,85,33,73,46,20,25
"Afu2g16940-T",9,4,7,3,5,12,5,4,6,1,7,0,0,5
"Afu2g16950-T",468,235,316,383,295,640,268,367,454,257,427,262,193,183
"Afu2g16960-T",1336,633,832,902,756,1806,911,1064,923,442,604,431,353,272
"Afu2g16970-T",643,302,436,470,369,668,185,381,477,350,615,632,536,390
"Afu2g16980-T",11,4,3,7,4,11,2,6,9,8,7,4,2,1
"Afu2g16985-T",50,22,28,38,29,45,7,22,24,38,37,65,33,43
"Afu2g16990-T",68,46,39,45,80,80,21,30,64,39,79,34,23,22
"Afu2g17000-T",6521,3550,3984,5044,3047,6969,2221,2623,3071,3948,5540,6451,5263,4106
"Afu2g17040-T",41,30,38,47,28,42,16,15,16,17,36,22,5,6
"Afu2g17050-T",64,16,16,38,16,26,10,46,31,59,101,74,27,60
"Afu2g17060-T",4,0,2,1,0,1,3,21,8,45,38,21,11,14
"Afu2g17070-T",220,49,122,100,102,227,58,62,70,68,95,119,96,79
"Afu2g17080-T",152,48,99,99,63,153,45,56,50,35,48,33,30,23
"Afu2g17090-T",113,42,66,61,57,185,22,25,32,31,46,16,13,14
"Afu2g17100-T",932,368,537,577,466,1074,343,521,601,360,636,424,315,301
"Afu2g17110-T",4297,2620,3006,3694,2706,5268,3453,5236,4382,3539,6200,2562,1850,2175
"Afu2g17120-T",39,19,21,38,22,26,10,14,26,30,55,13,10,9
"Afu2g17130-T",31,9,35,11,8,19,6,9,18,32,47,20,8,16
"Afu2g17140-T",97,45,63,76,39,94,17,31,23,13,34,17,11,7
"Afu2g17160-T",1,0,1,1,0,0,0,2,1,0,1,1,0,4
"Afu2g17170-T",826,376,519,633,432,959,258,376,401,477,634,504,393,307
"Afu2g17180-T",270,112,167,173,75,221,47,102,101,87,137,63,34,36
"Afu2g17190-T",207,99,111,141,89,201,55,107,121,95,134,99,72,69
"Afu2g17200-T",158,91,69,144,131,180,15,36,50,115,166,91,67,75
"Afu2g17210-T",158,46,107,79,87,191,32,27,38,34,69,65,45,38
"Afu2g17220-T",1592,721,1069,1186,752,1833,229,290,297,537,929,835,612,534
"Afu2g17230-T",417,193,273,237,213,588,97,133,143,109,188,204,199,132
"Afu2g17240-T",35,15,13,17,11,56,10,5,13,6,14,12,15,9
"Afu2g17250-T",1,0,2,0,1,1,0,0,0,0,1,0,0,0
"Afu2g17260-T",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Afu2g17270-T",31,13,16,20,18,26,6,9,6,7,9,17,11,10
"Afu2g17280-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu2g17290-T",6,5,3,4,2,13,20,16,28,19,8,90,78,54
"Afu2g17300-T",164,55,79,108,86,202,55,61,74,68,101,416,319,206
"Afu2g17305-T",37,8,7,7,7,29,2,6,11,5,15,82,61,44
"Afu2g17320-T",235,192,136,226,276,291,366,557,784,219,320,247,209,194
"Afu2g17330-T",301,250,161,343,333,310,335,478,568,187,311,197,187,118
"Afu2g17360-T",66,31,21,52,35,63,22,51,61,44,84,295,261,149
"Afu2g17370-T",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Afu2g17380-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu2g17390-T",4,0,5,2,1,6,0,0,5,0,3,3,4,4
"Afu2g17400-T",5,0,0,3,3,8,2,5,3,0,9,4,1,4
"Afu2g17410-T",8,0,2,2,2,8,0,0,1,1,1,3,2,1
"Afu2g17420-T",20,3,11,10,6,27,0,2,1,0,2,0,1,0
"Afu2g17430-T",13,1,8,6,4,8,0,2,2,0,7,4,4,1
"Afu2g17440-T",0,0,1,0,1,0,1,1,2,0,1,1,0,0
"Afu2g17450-T",0,0,2,1,0,0,1,0,0,0,1,1,0,0
"Afu2g17460-T",1,2,3,3,2,2,1,4,1,2,1,1,1,1
"Afu2g17470-T",3,6,5,6,6,4,6,6,4,5,5,2,6,5
"Afu2g17475-T",55,20,18,51,27,67,65,115,113,79,126,164,68,133
"Afu2g17480-T",15,15,22,17,19,33,37,28,43,24,63,23,26,37
"Afu2g17490-T",13,7,12,8,7,17,1,6,2,4,3,13,3,9
"Afu2g17500-T",22,14,25,12,11,37,10,20,17,3,12,53,42,23
"Afu2g17515-T",7,1,7,7,2,16,4,9,7,7,9,10,7,10
"Afu2g17520-T",36,8,17,30,18,36,7,11,5,11,26,398,370,201
"Afu2g17530-T",13,1,12,19,4,47,3,6,2,4,9,11,8,3
"Afu2g17540-T",5,1,2,5,4,4,0,1,0,3,0,1,0,0
"Afu2g17550-T",12,2,7,7,7,19,1,0,1,2,0,1,0,2
"Afu2g17560-T",35,20,17,33,20,54,2,6,4,12,12,4,5,4
"Afu2g17580-T",38,7,15,17,17,31,4,6,5,7,11,3,1,2
"Afu2g17600-T",839,444,561,695,485,1249,150,259,286,308,483,309,267,236
"Afu2g17610-T",330,181,258,309,204,437,122,194,205,166,250,177,123,174
"Afu2g17620-T",38,31,36,54,43,53,20,42,51,15,33,15,24,33
"Afu2g17630-T",3,1,1,1,3,3,1,1,1,0,2,1,0,1
"Afu2g17640-T",3,2,3,3,3,6,1,0,1,1,2,1,4,2
"Afu2g17650-T",649,398,454,609,500,942,180,218,308,422,514,775,650,479
"Afu2g17660-T",669,249,637,358,245,1201,137,129,205,176,332,249,223,154
"Afu2g17670-T",8,0,5,0,1,4,0,0,0,0,0,2,0,0
"Afu2g17680-T",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Afu2g17690-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu2g17700-T",3,4,4,0,2,7,4,5,5,1,3,3,1,2
"Afu2g17710-T",0,0,1,0,1,3,0,0,0,0,0,0,0,0
"Afu2g17720-T",5,2,6,1,2,6,0,1,0,2,2,1,0,1
"Afu2g17730-T",22,17,14,23,15,42,8,11,20,24,35,12,8,12
"Afu2g17750-T",18,8,5,10,9,23,4,6,9,15,11,0,4,2
"Afu2g17760-T",12,12,11,30,14,23,8,11,18,13,22,4,5,1
"Afu2g17770-T",98,64,88,114,101,153,59,84,106,58,139,57,41,47
"Afu2g17790-T",84,80,102,161,90,182,23,28,49,42,73,23,16,19
"Afu2g17800-T",281,186,164,319,190,387,31,71,46,148,235,104,67,54
"Afu2g17810-T",113,53,27,104,60,125,5,10,17,54,52,19,13,15
"Afu2g17815-T",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Afu2g17820-T",844,426,516,761,514,1138,12,25,33,202,423,268,263,87
"Afu2g17830-T",208,84,91,137,109,253,2,3,1,22,35,9,19,3
"Afu2g17840-T",4361,2505,2424,4168,3011,6122,44,69,116,1150,1805,380,388,158
"Afu2g17850-T",234,140,178,205,202,425,60,83,105,193,332,58,66,45
"Afu2g17860-T",238,182,142,255,215,408,89,104,114,146,260,88,81,69
"Afu2g17870-T",111,64,79,87,66,144,18,34,33,35,70,32,12,24
"Afu2g17880-T",23,10,9,22,6,34,5,5,9,9,10,6,3,4
"Afu2g17890-T",9,0,4,4,2,9,0,1,1,0,6,1,4,2
"Afu2g17895-T",17,5,12,9,5,35,0,2,1,3,5,9,5,0
"Afu2g17900-T",36,14,14,10,19,65,1,0,1,3,5,8,17,6
"Afu2g17910-T",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu2g17920-T",16,13,7,7,6,15,1,1,6,6,9,5,8,4
"Afu2g17930-T",0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Afu2g17940-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu2g17950-T",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Afu2g17960-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu2g17970-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu2g17980-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu2g17990-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu2g18000-T",2,0,0,0,0,1,0,0,1,0,2,1,0,1
"Afu2g18010-T",1,1,0,0,1,2,0,0,2,0,0,1,0,0
"Afu2g18020-T",2,0,1,0,1,5,0,0,0,0,0,1,0,0
"Afu2g18030-T",553,190,397,289,284,1000,64,138,128,206,339,149,157,82
"Afu2g18040-T",11,2,7,1,4,21,0,1,2,2,3,0,1,2
"Afu2g18050-T",93,24,45,32,44,134,10,18,16,23,45,68,64,30
"Afu2g18060-T",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Afu2g18070-T",0,0,2,0,0,0,0,1,0,1,4,5,11,2
"Afu2g18080-T",0.00973328237824663,0.00980387150996562,0.00671564850575501,0.00636534343918649,0.00987053880276205,0.00971769834858209,0.000320303044637098,0.00610656649310989,0.000412246611714346,0.00982660454050343,0.00985850315539153,0.00285822186966811,8.46072435277021,8.49540152873454
"Afu2g18100-T",0,0,0,0,0,4.55789789825754,0,3,0,1.51140483393128,3.61792404309996,7.72000636384971,2.70839702005442,7.3490710068305
"Afu3g00100-T",2,0,0,2,1,3,0,1,0,0,1,1,3,0
"Afu3g00110-T",0,1,1,0,0,0,2,1,0,0,1,0,3,1
"Afu3g00120-T",0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Afu3g00130-T",751,407,358,934,720,883,1266,1763,1573,1810,1932,9301,7984,5468
"Afu3g00140-T",31,16,22,34,28,28,12,14,21,15,47,7,3,15
"Afu3g00150-T",227,226,160,346,286,307,218,329,364,430,784,313,290,218
"Afu3g00170-T",2,0,1,2,2,3,2,0,2,2,2,4,2,2
"Afu3g00175-T",0,0,0,1,1,0,0,0,0,1,3,1,0,0
"Afu3g00180-T",16326,9817,14011,14298,20570,24673,12307,17472,23280,12748,24117,13394,12775,9536
"Afu3g00190-T",0,0,0,1,0,3,0,1,0,1,2,0,0,2
"Afu3g00200-T",202,103,135,179,169,341,127,172,208,122,157,22,15,13
"Afu3g00210-T",5,4,3,3,8,7,4,6,4,4,6,3,1,0
"Afu3g00220-T",10,8,9,4,3,31,2,3,6,4,3,3,8,3
"Afu3g00230-T",56,21,55,27,11,84,2,3,5,5,15,12,8,9
"Afu3g00240-T",463,270,368,461,347,611,221,261,317,232,406,288,212,158
"Afu3g00250-T",67,35,40,41,28,78,10,9,14,6,19,17,14,6
"Afu3g00270-T",52560,33070,34231,48000,34366,75886,25062,33199,30867,32368,49958,17179,13797,13411
"Afu3g00280-T",61,20,29,28,29,70,23,39,33,25,48,20,12,12
"Afu3g00290-T",1,0,1,0,1,3,0,0,0,1,0,0,0,0
"Afu3g00310-T",233,122,165,169,114,260,20,54,46,115,217,122,84,93
"Afu3g00320-T",8,2,4,0,3,7,0,2,1,5,9,30,27,27
"Afu3g00330-T",105,48,95,67,52,110,18,30,38,49,103,44,40,46
"Afu3g00340-T",447,175,276,291,139,478,81,149,128,119,136,91,83,64
"Afu3g00350-T",39,11,14,25,24,24,13,16,8,12,15,7,11,11
"Afu3g00360-T",34,23,26,28,19,38,10,29,36,23,49,37,39,34
"Afu3g00370-T",13814,16371,9591,23614,14955,21449,20759,31881,26442,19870,22997,366,252,157
"Afu3g00380-T",35,21,28,25,23,67,26,21,14,31,50,13,11,16
"Afu3g00400-T",0,1,1,1,0,1,0,0,0,0,0,0,0,0
"Afu3g00410-T",20,13,7,19,9,8,11,8,14,6,20,14,8,6
"Afu3g00420-T",186,69,132,138,108,257,67,98,233,158,247,116,118,83
"Afu3g00430-T",20,14,15,21,9,29,13,11,11,20,26,30,19,23
"Afu3g00440-T",330,167,304,216,184,317,37,102,105,132,316,79,61,91
"Afu3g00450-T",172,46,70,67,65,121,47,90,77,74,170,84,53,69
"Afu3g00460-T",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Afu3g00470-T",5,1,2,1,1,8,1,4,3,2,2,3,1,0
"Afu3g00480-T",2,1,1,0,2,5,1,1,1,0,1,2,0,0
"Afu3g00490-T",144,95,91,149,78,186,106,137,134,113,154,144,122,122
"Afu3g00500-T",1933,1158,1538,1977,1992,4132,768,822,1339,951,1243,260,211,174
"Afu3g00510-T",3,2,3,0,1,4,2,3,1,1,8,0,1,0
"Afu3g00520-T",112,34,44,55,27,100,16,13,35,27,39,139,149,108
"Afu3g00530-T",39,10,15,29,25,36,7,9,10,10,21,136,185,89
"Afu3g00540-T",261,140,167,240,216,378,103,124,157,115,195,122,90,73
"Afu3g00550-T",1,0,0,0,1,2,0,0,0,0,0,1,1,2
"Afu3g00560-T",15,7,5,15,13,13,3,15,17,10,20,68,60,57
"Afu3g00570-T",2,1,2,4,3,3,0,0,3,1,4,1,0,4
"Afu3g00580-T",2,1,0,3,0,2,0,0,1,1,1,1,0,2
"Afu3g00590-T",1,0,3,3,3,2,1,0,1,0,1,0,0,0
"Afu3g00600-T",0,1,0,1,0,1,1,1,2,1,0,0,0,1
"Afu3g00605-T",592,140,387,216,175,861,77,105,136,47,80,63,74,41
"Afu3g00610-T",1,0,2,2,1,6,0,0,1,1,0,0,0,0
"Afu3g00620-T",1,0,1,0,1,0,0,0,0,0,0,0,0,0
"Afu3g00630-T",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu3g00640-T",0,1,3,3,1,5,2,0,3,0,4,0,1,0
"Afu3g00650-T",323,324,212,473,574,522,138,291,268,356,623,576,487,502
"Afu3g00660-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu3g00670-T",43,24,44,39,44,60,9,21,31,25,51,14,12,11
"Afu3g00680-T",29,19,16,24,28,36,24,39,28,16,21,27,29,23
"Afu3g00690-T",16,1,4,2,4,9,0,2,0,0,1,1,1,0
"Afu3g00700-T",12,1,5,7,6,11,4,5,5,4,6,6,4,2
"Afu3g00710-T",4,0,1,2,1,4,1,1,1,0,4,0,0,0
"Afu3g00720-T",231,108,110,178,119,254,102,206,205,207,292,487,416,389
"Afu3g00730-T",105,59,42,132,68,132,156,170,199,312,389,1535,1438,965
"Afu3g00740-T",57,16,32,37,22,67,8,9,24,20,29,108,90,55
"Afu3g00750-T",25,11,23,19,12,40,4,6,5,3,13,96,114,64
"Afu3g00760-T",10,1,5,7,9,14,3,1,0,0,3,75,94,66
"Afu3g00765-T",8,4,5,6,0,7,1,5,2,3,3,34,41,24
"Afu3g00770-T",2,1,3,6,3,1,4,11,10,18,35,29,9,15
"Afu3g00780-T",7,2,5,4,2,11,0,1,4,3,3,1,1,2
"Afu3g00790-T",113,35,52,61,33,128,8,18,21,34,58,38,39,26
"Afu3g00800-T",437,142,252,253,158,465,31,42,52,109,81,78,58,59
"Afu3g00810-T",1450,587,1040,913,1124,1685,756,628,736,989,845,1168,1031,819
"Afu3g00820-T",1104,505,814,632,730,1177,269,257,434,446,410,476,522,373
"Afu3g00830-T",31,8,23,16,9,45,2,4,0,2,6,8,13,6
"Afu3g00840-T",4128,1853,3036,2729,2020,4276,572,826,801,1536,1931,3462,2896,2028
"Afu3g00850-T",295.779481160997,123.163727392991,186.850622607135,177.849706688389,194.185226809417,329.925554321579,47.6330621758687,84.6895260814705,86.9696466488753,171.797932428007,236.330130880356,118.183697194533,68.4714922987312,111.210518871069
"Afu3g00860-T",57.2205188390035,20.8362726070089,33.1493773928651,35.1502933116108,7.8147731905833,11.074445678421,11.3669378241313,14.3104739185295,17.0303533511247,31.2020675719932,29.6698691196436,5.81630280546691,8.52850770126877,11.7894811289315
"Afu3g00865-T",19,3,5,6,6,13,3,6,3,5,11,6,7,1
"Afu3g00870-T",307,141,119,176,142,323,149,340,335,225,504,854,709,499
"Afu3g00880-T",14433,10575,11570,14490,11900,22625,11762,14595,13985,16670,17693,10758,9979,8483
"Afu3g00900-T",5274,3276,3599,4561,3404,7379,7258,8323,6754,4779,6951,5972,4959,5298
"Afu3g00910-T",1730,993,1244,1369,622,2085,604,984,804,1185,1424,2147,2003,1569
"Afu3g00920-T",3,1,1,1,3,2,0,0,3,1,2,4,1,1
"Afu3g00930-T",129,82,100,112,69,173,98,149,180,95,150,91,56,62
"Afu3g00940-T",8,7,7,23,22,21,2,7,1,2,6,7,3,4
"Afu3g00950-T",0,0,0,0,0,1,0,0,0,0,2,3,0,2
"Afu3g00960-T",887,667,771,1068,1442,1339,265,599,911,710,2031,475,370,463
"Afu3g00970-T",2,1,3,1,2,2,0,1,2,0,17,0,0,1
"Afu3g00980-T",1,0,0,0,1,0,0,0,0,0,6,0,1,0
"Afu3g01002-T",17,15,12,17,8,26,1,3,7,6,8,5,7,3
"Afu3g01010-T",26,22,24,18,14,26,5,7,9,12,15,10,7,6
"Afu3g01020-T",52,42,52,55,43,82,22,32,44,33,61,59,32,38
"Afu3g01030-T",3,2,2,1,0,2,0,0,1,0,3,0,0,2
"Afu3g01040-T",1,3,1,2,2,2,0,2,2,1,8,6,1,2
"Afu3g01050-T",32,13,10,23,19,19,7,16,29,34,51,21,8,12
"Afu3g01060-T",1,1,0,3,1,1,1,0,0,1,6,0,0,1
"Afu3g01070-T",402,283,216,368,269,381,10,23,16,247,556,1661,1372,982
"Afu3g01080-T",8,4,4,5,2,7,6,9,13,6,13,6,0,5
"Afu3g01090-T",275,190,153,311,300,363,253,451,532,498,756,162,171,155
"Afu3g01100-T",2,0,2,2,1,1,0,0,0,2,2,1,1,1
"Afu3g01110-T",51,16,23,47,16,44,20,85,62,200,245,292,162,212
"Afu3g01120-T",6,2,2,4,1,4,0,1,2,2,5,4,0,0
"Afu3g01130-T",1,0,0,0,1,0,0,0,0,0,0,0,1,0
"Afu3g01140-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu3g01150-T",14,3,3,12,8,17,0,4,0,4,12,5,7,0
"Afu3g01155-T",27,5,10,9,4,13,2,1,0,3,7,1,1,5
"Afu3g01160-T",1,2,1,2,2,2,0,1,0,0,0,4,1,3
"Afu3g01170-T",1,0,4,0,2,3,1,0,0,0,1,1,1,0
"Afu3g01180-T",6,1,1,0,1,1,0,1,3,0,1,1,2,2
"Afu3g01190-T",37,13,21,12,11,34,11,18,20,13,9,11,17,5
"Afu3g01196-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu3g01200-T",19,3,1,8,6,16,1,0,0,0,0,0,2,0
"Afu3g01210-T",28,5,18,15,11,30,1,1,1,3,3,2,6,1
"Afu3g01220-T",3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu3g01230-T",3,0,3,4,0,1,0,3,1,1,5,1,1,1
"Afu3g01240-T",13,5,5,15,10,17,6,1,6,0,7,7,5,1
"Afu3g01250-T",426,224,286,408,287,649,193,217,211,258,266,267,256,189
"Afu3g01260-T",345,149,158,259,234,360,78,98,123,85,124,317,274,174
"Afu3g01270-T",44,24,30,41,37,42,7,5,8,1,9,8,15,5
"Afu3g01280-T",78,14,44,16,13,89,1,20,3,10,22,16,10,12
"Afu3g01290-T",12,14,12,13,15,18,4,10,6,57,151,44,21,51
"Afu3g01300-T",2,0,1,0,0,3,0,2,0,0,2,2,0,0
"Afu3g01310-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu3g01320-T",120,55,67,66,37,120,32,67,88,39,65,34,25,27
"Afu3g01330-T",341,125,202,209,147,365,176,286,256,138,213,202,175,198
"Afu3g01340-T",164,46,104,66,59,144,38,83,76,39,107,129,119,141
"Afu3g01345-T",21,15,23,20,21,29,5,8,9,5,21,5,4,3
"Afu3g01350-T",61,24,37,41,29,59,23,35,43,41,53,57,54,37
"Afu3g01360-T",4,5,7,13,10,11,3,4,6,4,7,5,5,5
"Afu3g01370-T",5,13,3,8,14,9,18,31,44,16,41,11,7,16
"Afu3g01390-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu3g01400-T",15,3,14,6,6,8,9,21,9,20,40,39,28,37
"Afu3g01410-T",13,2,14,4,1,30,3,3,3,1,5,7,9,3
"Afu3g01420-T",113,39,82,68,55,129,5,6,12,10,15,4,1,2
"Afu3g01430-T",3588,1482,2232,2359,1554,4765,1333,2041,2095,1492,2021,139,99,85
"Afu3g01440-T",1598,912,1103,1364,858,1912,477,847,875,716,1408,281,160,235
"Afu3g01450-T",36,10,25,15,8,42,14,27,43,5,5,7,3,2
"Afu3g01460-T",2,2,0,0,0,2,0,0,1,0,1,0,3,0
"Afu3g01470-T",0,0,0,0,1,1,0,0,1,0,0,0,0,0
"Afu3g01480-T",5,2,0,0,2,2,1,2,1,0,1,0,0,1
"Afu3g01490-T",13,2,3,6,2,5,0,0,1,1,1,0,2,0
"Afu3g01500-T",65,19,30,38,42,84,5,12,26,11,39,43,31,25
"Afu3g01510-T",18,5,10,16,6,15,1,4,6,8,12,4,8,3
"Afu3g01520-T",7,0,5,0,0,4,0,2,4,2,2,8,3,8
"Afu3g01530-T",24,11,11,8,6,32,3,4,2,10,5,10,6,1
"Afu3g01540-T",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Afu3g01550-T",95.0170796847175,58.413373269228,77,89,38.9170847585145,114.622907235223,26.9999998466927,59.9861784736624,0,131.20594480492,98.1431204640476,19.9051347232698,0,34.9999999429281
"Afu3g01560-T",5.98292031528249,1.58662673077197,0,0,14.0829152414855,4.37709276477687,1.53307296705282e-07,7.01382152633761,63,0.794055195080184,81.8568795359523,16.0948652767302,27,5.70718856503429e-08
"Afu3g01580-T",11116,3862,7172,5449,3772,12193,496,508,806,1785,3396,6520,5527,4328
"Afu3g01590-T",3492,1564,2116,2203,1550,4300,905,1028,1162,1486,2386,2241,1694,1697
"Afu3g01600-T",33,8,11,15,1,42,0,2,1,7,7,11,17,10
"Afu3g01610-T",152,38,62,116,67,133,39,42,67,60,112,563,511,278
"Afu3g01620-T",4,0,2,2,3,6,1,2,2,3,5,8,10,11
"Afu3g01630-T",0,0,0,0,0,1,0,0,0,0,0,1,1,0
"Afu3g01640-T",3,3,1,0,1,1,1,0,0,1,2,7,3,2
"Afu3g01650-T",204,74,146,98,96,297,29,29,38,81,136,214,166,169
"Afu3g01660-T",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu3g01670-T",86,30,56,54,31,137,10,12,15,14,40,8,12,18
"Afu3g01690-T",15,6,2,4,4,18,2,3,4,3,12,5,6,3
"Afu3g01700-T",5,1,2,1,0,4,2,1,4,0,3,0,1,1
"Afu3g01710-T",1,0,1,0,0,4,0,0,2,1,1,4,0,0
"Afu3g01720-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu3g01730-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu3g01740-T",42.109472595621,16.9921778782281,31.5529634766288,12.0778294523822,15.964911991971,44.6406169826573,11.7992533386378,8.14971242899393,3.8194359173573,2.0964036935528,5.76718371971238,12.9064866623277,2.03267063708093,4.08774677470514
"Afu3g01750-T",260,131,201,203,150,379,212,325,320,217,318,268,217,181
"Afu3g01760-T",270,111,141,195,151,290,64,95,120,162,212,146,130,110
"Afu3g01770-T",1,1,0,2,0,5,0,1,0,2,2,1,1,0
